_id,Category,Topic,Special,Characteristic,Agincourt North,Agincourt South-Malvern West,Alderwood,Annex,Banbury-Don Mills,Bathurst Manor,Bay Street Corridor,Bayview Village,Bayview Woods-Steeles,Bedford Park-Nortown,Beechborough-Greenbrook,Bendale,Birchcliffe-Cliffside,Black Creek,Blake-Jones,Briar Hill-Belgravia,Bridle Path-Sunnybrook-York Mills,Broadview North,Brookhaven-Amesbury,Cabbagetown-South St. James Town,Caledonia-Fairbank,Casa Loma,Centennial Scarborough,Church-Yonge Corridor,Clairlea-Birchmount,Clanton Park,Cliffcrest,Corso Italia-Davenport,Danforth,Danforth East York,Don Valley Village,Dorset Park,Dovercourt-Wallace Emerson-Junction,Downsview-Roding-CFB,Dufferin Grove,East End-Danforth,Edenbridge-Humber Valley,Eglinton East,Elms-Old Rexdale,Englemount-Lawrence,Eringate-Centennial-West Deane,Etobicoke West Mall,Flemingdon Park,Forest Hill North,Forest Hill South,Glenfield-Jane Heights,Greenwood-Coxwell,Guildwood,Henry Farm,High Park North,High Park-Swansea,Highland Creek,Hillcrest Village,Humber Heights-Westmount,Humber Summit,Humbermede,Humewood-Cedarvale,Ionview,Islington-City Centre West,Junction Area,Keelesdale-Eglinton West,Kennedy Park,Kensington-Chinatown,Kingsview Village-The Westway,Kingsway South,Lambton Baby Point,L'Amoreaux,Lansing-Westgate,Lawrence Park North,Lawrence Park South,Leaside-Bennington,Little Portugal,Long Branch,Malvern,Maple Leaf,Markland Wood,Milliken,Mimico (includes Humber Bay Shores),Morningside,Moss Park,Mount Dennis,Mount Olive-Silverstone-Jamestown,Mount Pleasant East,Mount Pleasant West,New Toronto,Newtonbrook East,Newtonbrook West,Niagara,North Riverdale,North St. James Town,Oakridge,Oakwood Village,O'Connor-Parkview,Old East York,Palmerston-Little Italy,Parkwoods-Donalda,Pelmo Park-Humberlea,Playter Estates-Danforth,Pleasant View,Princess-Rosethorn,Regent Park,Rexdale-Kipling,Rockcliffe-Smythe,Roncesvalles,Rosedale-Moore Park,Rouge,Runnymede-Bloor West Village,Rustic,Scarborough Village,South Parkdale,South Riverdale,St.Andrew-Windfields,Steeles,Stonegate-Queensway,Tam O'Shanter-Sullivan,Taylor-Massey,The Beaches,Thistletown-Beaumond Heights,Thorncliffe Park,Trinity-Bellwoods,University,Victoria Village,Waterfront Communities-The Island,West Hill,West Humber-Clairville,Westminster-Branson,Weston,Weston-Pelham Park,Wexford/Maryvale,Willowdale East,Willowdale West,Willowridge-Martingrove-Richview,Woburn,Woodbine Corridor,Woodbine-Lumsden,Wychwood,Yonge-Eglinton,Yonge-St.Clair,York University Heights,Yorkdale-Glen Park
1990,Language of work,Language used most often at work,,      French,0.1030%,0.0421%,0.0830%,0.4586%,0.1805%,0.2205%,0.2713%,0.2103%,0.1520%,0.1937%,0.1520%,0.0834%,0.2692%,0.1840%,0.7765%,0.1754%,0.3238%,0.2609%,0.1126%,0.3428%,0.2009%,0.0912%,0.1123%,0.4627%,0.3521%,0.1214%,0.0628%,0.1415%,0.3621%,0.4075%,0.2403%,0.2400%,0.3549%,0.0285%,0.2970%,0.3274%,0.1287%,0.1756%,0.2115%,0.1117%,0.2690%,0.0844%,0.0912%,0.3514%,0.2329%,0.0000%,0.2775%,0.1008%,0.1590%,0.4512%,0.3762%,0.2401%,0.0591%,0.2284%,0.0000%,0.0643%,0.2088%,0.1833%,0.2388%,0.4177%,0.1809%,0.0876%,0.5294%,0.1364%,0.2157%,0.3757%,0.1818%,0.2475%,0.2738%,0.3953%,0.2377%,0.2571%,0.1488%,0.0343%,0.2473%,0.0948%,0.0376%,0.3239%,0.2865%,0.5608%,0.2207%,0.0607%,0.4471%,0.4383%,0.2181%,0.0621%,0.1469%,0.3849%,0.1678%,0.3223%,0.0722%,0.2593%,0.1874%,0.2708%,0.3978%,0.3448%,0.0933%,0.4485%,0.1264%,0.2715%,0.3703%,0.1900%,0.1573%,0.4675%,0.0956%,0.1398%,0.4965%,0.1509%,0.1794%,0.2746%,0.1794%,0.1684%,0.0812%,0.2794%,0.2186%,0.1913%,0.5332%,0.2413%,0.1895%,0.1812%,0.1315%,0.3712%,0.3338%,0.2008%,0.2702%,0.1522%,0.1390%,0.1352%,0.2507%,0.2280%,0.2067%,0.2934%,0.0561%,0.8373%,0.5722%,0.2788%,0.3808%,0.3592%,0.1268%,0.2026%
2257,Language of work,Language used most often at work,,    English and French,0.1374%,0.2315%,0.2904%,0.4259%,0.3069%,0.1575%,0.3489%,0.4907%,0.4181%,0.1937%,0.3801%,0.2003%,0.3365%,0.1840%,0.1294%,0.1754%,0.5396%,0.3913%,0.2534%,0.4713%,0.2511%,0.3191%,0.1871%,0.5265%,0.2965%,0.3339%,0.1883%,0.3184%,0.3621%,0.2619%,0.3697%,0.2400%,0.2730%,0.2425%,0.5515%,0.3040%,0.3862%,0.3073%,0.2644%,0.0894%,0.1614%,0.3798%,0.2052%,0.2343%,0.3727%,0.1148%,0.2428%,0.2017%,0.3816%,0.4738%,0.3344%,0.1601%,0.3248%,0.1370%,0.0805%,0.1930%,0.1044%,0.4032%,0.4322%,0.3828%,0.1356%,0.2628%,0.2229%,0.3182%,0.1079%,0.1252%,0.2046%,0.1547%,0.0000%,0.5929%,0.1188%,0.3856%,0.2479%,0.3539%,0.0989%,0.3790%,0.1505%,0.3828%,0.1719%,0.3657%,0.2943%,0.1214%,0.2981%,0.6406%,0.2617%,0.2174%,0.1678%,0.5131%,0.1678%,0.5103%,0.5417%,0.2122%,0.2945%,0.1625%,0.3616%,0.5746%,0.2798%,0.6407%,0.4425%,0.2715%,0.3703%,0.2849%,0.1573%,0.3005%,0.3585%,0.3011%,0.3476%,0.2012%,0.1196%,0.4119%,0.2511%,0.2807%,0.1218%,0.2994%,0.2004%,0.4782%,0.2782%,0.0965%,0.2369%,0.4228%,0.2629%,0.6853%,0.5689%,0.3103%,0.2101%,0.2664%,0.2779%,0.1802%,0.3403%,0.2181%,0.2362%,0.1354%,0.1870%,0.2791%,0.5086%,0.3136%,0.4654%,0.3991%,0.2899%,0.2364%
2124,Language of work,Language used most often at work,,          Tamil,0.1546%,0.1473%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.1001%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0319%,0.0371%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.2200%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.1537%,0.0000%,0.0000%,0.0000%,0.0000%,0.0456%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.2801%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.2199%,0.0000%,0.0000%,0.0000%,0.1168%,0.0000%,0.0000%,0.0000%,0.0000%,0.0909%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.3197%,0.0000%,0.0000%,0.1317%,0.0000%,0.2005%,0.0000%,0.0000%,0.0303%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.1083%,0.0000%,0.0535%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0905%,0.0926%,0.1425%,0.0000%,0.0000%,0.0000%,0.3549%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.1093%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0571%,0.0000%,0.0365%,0.0300%,0.0000%,0.0556%,0.0000%,0.0716%,0.0000%,0.0000%,0.0000%,0.2244%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.1450%,0.0000%
2121,Language of work,Language used most often at work,,        Dravidian languages,0.2233%,0.1684%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.1001%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0748%,0.0000%,0.0371%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.1800%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.1317%,0.0000%,0.0000%,0.0000%,0.0000%,0.0456%,0.0000%,0.0000%,0.0328%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.2801%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.2199%,0.0000%,0.0000%,0.0000%,0.0876%,0.0000%,0.0000%,0.0000%,0.0000%,0.1137%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.3425%,0.0000%,0.0000%,0.1505%,0.0000%,0.2292%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.1083%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0905%,0.0926%,0.1425%,0.0000%,0.0000%,0.0000%,0.3441%,0.0000%,0.0000%,0.0598%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0729%,0.0000%,0.0000%,0.0965%,0.0000%,0.0000%,0.0000%,0.0571%,0.0000%,0.0365%,0.0300%,0.0000%,0.0556%,0.0000%,0.0716%,0.0000%,0.0000%,0.0000%,0.2991%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.1450%,0.0000%
2259,Language of work,Language used most often at work,,    English and non-official language,2.2155%,1.8731%,0.4148%,0.5733%,0.8124%,0.9135%,1.1048%,1.7994%,2.4327%,0.4734%,1.2924%,0.8678%,0.3589%,1.1041%,0.7765%,1.7185%,0.8094%,0.6522%,1.3797%,0.2571%,1.6072%,0.2735%,0.5239%,0.6222%,0.6485%,0.8196%,0.6275%,1.5920%,0.8276%,0.4657%,1.7005%,0.8399%,1.0922%,1.3266%,1.4425%,0.3742%,0.6115%,0.8781%,0.8460%,1.0057%,0.6725%,1.0128%,0.9347%,0.9371%,0.2795%,1.1315%,0.5202%,0.4033%,1.6854%,0.8348%,0.5016%,1.0405%,2.4802%,1.0047%,0.9665%,1.1901%,0.7658%,0.8430%,0.8643%,0.8353%,1.6278%,0.4964%,1.3096%,1.1818%,0.1618%,0.3757%,1.6025%,1.5157%,0.0000%,0.4282%,0.1486%,0.6427%,1.0908%,0.9819%,0.9890%,0.4738%,2.8790%,0.9716%,0.7161%,0.9509%,1.4346%,1.1076%,0.2385%,0.8092%,1.0468%,1.9569%,1.9303%,0.6254%,0.2937%,1.3699%,1.0834%,0.8015%,0.7229%,0.3791%,0.3616%,0.8907%,0.8860%,0.7048%,1.5805%,0.5429%,0.9257%,0.7123%,1.3486%,0.3673%,0.4063%,0.8280%,0.2483%,0.9556%,0.6577%,0.7323%,0.7713%,1.2071%,2.9647%,0.7385%,1.8582%,0.9564%,0.3014%,1.0618%,1.3502%,0.9060%,0.9859%,0.9709%,0.5993%,0.5476%,1.2158%,1.6366%,0.8059%,1.7120%,0.8239%,2.2009%,1.9190%,0.6093%,1.0003%,0.3588%,0.5722%,0.8014%,0.5077%,0.4390%,1.1778%,1.0470%
2256,Language of work,Language used most often at work,,  Multiple responses,2.3872%,2.1257%,0.6637%,0.9664%,1.1735%,1.1025%,1.5118%,2.2901%,2.8889%,0.6456%,1.7485%,1.0514%,0.6281%,1.3111%,0.9059%,1.9289%,1.2951%,1.0436%,1.6613%,0.8141%,1.9588%,0.6838%,0.7110%,1.1806%,0.9635%,1.1838%,0.7844%,1.9458%,1.2415%,0.7567%,2.1441%,1.0799%,1.4334%,1.6547%,1.9941%,0.7249%,1.0299%,1.1855%,1.1104%,1.0951%,0.8339%,1.4770%,1.1626%,1.2885%,0.7920%,1.2791%,0.7977%,0.6554%,2.0988%,1.4214%,0.9195%,1.2006%,2.7755%,1.1874%,1.0068%,1.4796%,0.9050%,1.1729%,1.2851%,1.2878%,1.7182%,0.8468%,1.4489%,1.5227%,0.5393%,0.5009%,1.8071%,1.7322%,0.2396%,1.0541%,0.3565%,0.9962%,1.3883%,1.3586%,1.0385%,0.8528%,2.9354%,1.3691%,0.8307%,1.3411%,1.6553%,1.2290%,0.5663%,1.5679%,1.2649%,2.2054%,2.1191%,1.1867%,0.5874%,1.8802%,1.5890%,1.1551%,1.0442%,0.5415%,0.7233%,1.4653%,1.2125%,1.3455%,2.0230%,0.7692%,1.3422%,1.0447%,1.4609%,0.7680%,0.8842%,1.1076%,0.6455%,1.2574%,0.8072%,1.1442%,1.0762%,1.4597%,3.0459%,1.0379%,2.0950%,1.4984%,0.6028%,1.2066%,1.6108%,1.2684%,1.1174%,1.5991%,1.1985%,0.8762%,1.4109%,1.9411%,1.1672%,1.9823%,1.2000%,2.4289%,2.0961%,0.8124%,1.1872%,0.7575%,1.0807%,1.1151%,0.9732%,0.9978%,1.5402%,1.2159%
2229,Language of work,Language used most often at work,,            Mandarin,3.5723%,3.2411%,0.0000%,0.1474%,0.6319%,0.0000%,0.6202%,0.7011%,1.3684%,0.1506%,0.0000%,0.4005%,0.0000%,0.0000%,0.4530%,0.0000%,0.7555%,0.0870%,0.0000%,0.0000%,0.0000%,0.0000%,0.0748%,0.1436%,0.2965%,0.0000%,0.1569%,0.2123%,0.0000%,0.1164%,1.4602%,0.2400%,0.2184%,0.0000%,0.1697%,0.1169%,0.0000%,0.1756%,0.0000%,0.0447%,0.0000%,0.0000%,0.1140%,0.0781%,0.2329%,0.0328%,0.0694%,0.0000%,0.9222%,0.0451%,0.0418%,0.2401%,1.3877%,0.0000%,0.0000%,0.0643%,0.0000%,0.0733%,0.0796%,0.0000%,0.0000%,0.0000%,2.0897%,0.0000%,0.1079%,0.0000%,3.0005%,0.4640%,0.0000%,0.1318%,0.1188%,0.1607%,0.0992%,0.3653%,0.0000%,0.0948%,5.7579%,0.0442%,0.2292%,0.0975%,0.0000%,0.0000%,0.2086%,0.1517%,0.0000%,1.0250%,0.4826%,0.2085%,0.2937%,0.1343%,0.2528%,0.1414%,0.0000%,0.1083%,0.1085%,0.2155%,0.0000%,0.0000%,1.5489%,0.1357%,0.5554%,0.0000%,0.0000%,0.0000%,0.2629%,0.1075%,0.0000%,0.0000%,0.0897%,0.0000%,1.2018%,1.2632%,5.6248%,0.0000%,1.7671%,0.0000%,0.0000%,0.0000%,0.0000%,1.6610%,0.5258%,0.0571%,0.2427%,0.0730%,0.0300%,0.0571%,0.0000%,0.0000%,0.4478%,1.5367%,0.7971%,0.0000%,0.3085%,0.0000%,0.0000%,0.0697%,0.3385%,0.1596%,0.1268%,0.0000%
2227,Language of work,Language used most often at work,,            Cantonese,6.3202%,4.1251%,0.0830%,0.0328%,0.2166%,0.0630%,0.1551%,0.6777%,0.6842%,0.1506%,0.0000%,0.4673%,0.0673%,0.2300%,0.5177%,0.0000%,0.3777%,0.0000%,0.1126%,0.0857%,0.1005%,0.0912%,0.0748%,0.0798%,0.3706%,0.0607%,0.0000%,0.0708%,0.4655%,0.2619%,0.4621%,0.6599%,0.4505%,0.0571%,0.5091%,0.1403%,0.0644%,0.1537%,0.0000%,0.0000%,0.0538%,0.0000%,0.0000%,0.0000%,0.0000%,0.1476%,1.0404%,0.0000%,0.3498%,0.0000%,0.0000%,0.0800%,0.9153%,0.0000%,0.0805%,0.0643%,0.0000%,0.0000%,0.0227%,0.2088%,0.0904%,0.3796%,1.1981%,0.0682%,0.1079%,0.0000%,2.5345%,0.1237%,0.0000%,0.0659%,0.0000%,0.7713%,0.0000%,0.5024%,0.0989%,0.0000%,6.8117%,0.0294%,0.2865%,0.0488%,0.0736%,0.0303%,0.0000%,0.0000%,0.0872%,0.4038%,0.1259%,0.0641%,0.3357%,0.0000%,0.3611%,0.2357%,0.0535%,0.1083%,0.1808%,0.1293%,0.0000%,0.1281%,0.7586%,0.0000%,0.1389%,0.0000%,0.0000%,0.1002%,0.0000%,0.2151%,0.0000%,0.0000%,0.0000%,0.0000%,1.0762%,0.3088%,4.3252%,0.0399%,1.1841%,0.0638%,0.0000%,0.0000%,0.0000%,0.9362%,0.0000%,0.0571%,0.1138%,0.0730%,0.0750%,0.0381%,0.0000%,0.0000%,0.1433%,0.3668%,0.2657%,0.0677%,0.2898%,0.5183%,0.5086%,0.1742%,0.1269%,0.0000%,0.0362%,0.1013%
2225,Language of work,Language used most often at work,,        Sino-Tibetan languages,10.0127%,7.4083%,0.0830%,0.1802%,0.8666%,0.0630%,0.8916%,1.4021%,2.0906%,0.2582%,0.0000%,0.8678%,0.1122%,0.2070%,0.9706%,0.0000%,1.0792%,0.0870%,0.0563%,0.0857%,0.1005%,0.3191%,0.0748%,0.2872%,0.6856%,0.0607%,0.1883%,0.2830%,0.4138%,0.2910%,1.9593%,0.8999%,0.6962%,0.1284%,0.5940%,0.2339%,0.0644%,0.4171%,0.0000%,0.0894%,0.0538%,0.0000%,0.1596%,0.0781%,0.2329%,0.2132%,1.2485%,0.1008%,1.3038%,0.0902%,0.0836%,0.3602%,2.4507%,0.0000%,0.0000%,0.1287%,0.0000%,0.1833%,0.1251%,0.2088%,0.0904%,0.4088%,3.5386%,0.0682%,0.0000%,0.0000%,5.6032%,0.4640%,0.0000%,0.1976%,0.1188%,0.8677%,0.0992%,0.8791%,0.1484%,0.0000%,12.8895%,0.1619%,0.5443%,0.2194%,0.1471%,0.0000%,0.2086%,0.2192%,0.2617%,1.5841%,0.7134%,0.2726%,0.5874%,0.2417%,0.5778%,0.4008%,0.1071%,0.2166%,0.3616%,0.3735%,0.0000%,0.1281%,2.5288%,0.0905%,0.7405%,0.0950%,0.0899%,0.1670%,0.2629%,0.3441%,0.0000%,0.0000%,0.0897%,0.0000%,2.4214%,1.6000%,10.0110%,0.0399%,3.0606%,0.0638%,0.0000%,0.0000%,0.0000%,2.7180%,0.5258%,0.0857%,0.3565%,0.1278%,0.0600%,0.1142%,0.0000%,0.0000%,0.5910%,1.9233%,1.0923%,0.0677%,0.6170%,0.5183%,0.6993%,0.2788%,0.4654%,0.1596%,0.1450%,0.1351%
2226,Language of work,Language used most often at work,,          Chinese languages,10.0299%,7.3873%,0.0000%,0.1966%,0.8485%,0.0630%,0.8916%,1.3788%,2.0526%,0.2152%,0.0000%,0.8344%,0.1122%,0.1840%,0.9706%,0.0000%,1.0792%,0.0870%,0.0563%,0.1714%,0.1005%,0.2279%,0.1497%,0.2393%,0.6856%,0.0607%,0.1569%,0.2123%,0.5173%,0.2910%,1.9223%,0.8999%,0.6962%,0.0856%,0.5940%,0.2806%,0.1287%,0.4171%,0.1058%,0.0894%,0.1076%,0.0000%,0.2508%,0.0000%,0.2795%,0.2132%,1.1792%,0.0000%,1.3038%,0.0451%,0.0627%,0.4002%,2.4507%,0.0000%,0.0805%,0.1287%,0.0696%,0.1466%,0.0910%,0.2436%,0.0904%,0.4088%,3.5107%,0.0682%,0.1079%,0.0000%,5.5804%,0.4640%,0.0685%,0.1318%,0.1188%,0.8677%,0.0000%,0.8563%,0.0989%,0.0000%,12.9271%,0.0883%,0.5443%,0.1463%,0.0736%,0.0000%,0.1788%,0.1854%,0.0872%,1.6152%,0.6924%,0.2566%,0.6714%,0.1880%,0.5778%,0.3065%,0.0535%,0.2166%,0.3255%,0.3304%,0.0933%,0.1281%,2.4972%,0.1357%,0.7405%,0.0000%,0.0450%,0.2003%,0.2151%,0.3334%,0.0000%,0.0000%,0.0897%,0.0458%,2.4035%,1.6000%,10.0110%,0.0399%,3.1334%,0.0638%,0.0000%,0.0000%,0.0474%,2.7482%,0.5258%,0.0857%,0.3489%,0.1460%,0.0300%,0.0952%,0.0000%,0.0000%,0.5552%,1.9035%,1.0923%,0.0677%,0.6357%,0.5980%,0.6357%,0.1742%,0.4654%,0.2395%,0.1450%,0.1689%
2079,Language of work,Language used most often at work,,      Non-Aboriginal languages,10.3218%,7.6609%,0.4978%,0.6060%,1.1193%,0.8190%,1.7250%,2.7342%,3.1929%,0.5810%,1.4444%,1.2350%,0.3813%,1.2651%,0.9706%,1.3327%,1.2951%,0.6957%,1.5487%,0.5570%,4.8217%,0.5470%,0.3368%,0.8615%,1.0191%,0.4553%,0.4707%,2.6887%,0.7242%,0.7858%,3.0498%,1.3398%,2.3618%,1.1982%,2.2486%,0.5612%,1.1909%,0.7464%,0.7931%,0.5364%,0.6187%,1.2238%,0.7295%,1.0542%,0.5125%,1.3611%,1.6300%,0.3025%,2.1624%,0.8122%,0.6270%,1.3206%,2.9231%,0.9591%,1.3289%,1.5439%,0.8354%,0.6598%,0.8984%,0.7309%,3.6625%,0.8468%,4.1794%,0.7955%,0.1079%,0.6888%,6.0919%,2.2272%,0.2738%,0.4282%,0.3268%,1.8317%,0.7438%,1.5071%,1.2363%,0.9475%,13.1341%,0.8833%,0.9166%,0.3657%,1.8024%,0.9255%,0.6855%,0.9610%,0.8724%,3.9759%,3.2521%,0.6414%,1.0070%,0.9401%,1.3723%,1.7445%,0.6693%,0.8123%,0.6509%,1.0487%,1.2125%,0.5126%,3.0029%,0.8144%,1.0182%,0.6173%,2.2251%,0.6678%,0.4779%,0.9786%,0.0993%,1.1065%,0.4485%,0.6179%,2.4752%,2.1895%,10.0719%,0.9181%,3.5889%,0.7652%,0.2087%,0.7239%,0.7106%,3.3825%,0.6573%,0.7710%,0.7965%,0.4381%,0.8706%,2.4168%,0.9449%,2.7482%,1.2179%,3.7673%,2.4504%,0.3385%,1.3649%,0.6379%,0.7629%,0.9060%,0.9309%,0.4390%,1.1235%,1.5874%
1991,Language of work,Language used most often at work,,    Non-official languages,10.3390%,7.6399%,0.4978%,0.6224%,1.1193%,0.8505%,1.7444%,2.7342%,3.1169%,0.5380%,1.3684%,1.2517%,0.3140%,1.2881%,1.0353%,1.3327%,1.2411%,0.6087%,1.5205%,0.5570%,4.8719%,0.5926%,0.3368%,0.8456%,1.0191%,0.4857%,0.5020%,2.7595%,0.7759%,0.7567%,3.0313%,1.3398%,2.3754%,1.1697%,2.2910%,0.5612%,1.1909%,0.7684%,0.7931%,0.4917%,0.6456%,1.1394%,0.7523%,1.0542%,0.5125%,1.3447%,1.5607%,0.2017%,2.1624%,0.7896%,0.6270%,1.3607%,2.8936%,0.9134%,1.3692%,1.5761%,0.8354%,0.6964%,0.8871%,0.7657%,3.6625%,0.7884%,4.1794%,0.7727%,0.3775%,0.6262%,6.1146%,2.1962%,0.2054%,0.3294%,0.4160%,1.8317%,0.7438%,1.4956%,1.2363%,0.9475%,13.1341%,0.9127%,0.8880%,0.3901%,1.8024%,0.9407%,0.7154%,0.9441%,0.9160%,3.9448%,3.2521%,0.6094%,0.9231%,0.9401%,1.3362%,1.7445%,0.6158%,0.7582%,0.6509%,1.0774%,1.2125%,0.6407%,3.0345%,0.7692%,1.0182%,0.6173%,2.2026%,0.6678%,0.4779%,0.9678%,0.0000%,1.1568%,0.5680%,0.6636%,2.4394%,2.2457%,10.1125%,0.9580%,3.5524%,0.7333%,0.2087%,0.7239%,0.7106%,3.3523%,0.6573%,0.7710%,0.8117%,0.4381%,0.8555%,2.3978%,0.9449%,2.7482%,1.2000%,3.7871%,2.5094%,0.3611%,1.3742%,0.6379%,0.7629%,0.9757%,0.9309%,0.3592%,1.1416%,1.6212%
1989,Language of work,Language used most often at work,,      English,37.2171%,43.6503%,58.3209%,63.2903%,51.2006%,55.2511%,58.9603%,53.3745%,44.4732%,54.6781%,46.4497%,47.6135%,55.4484%,42.1171%,52.8666%,57.4104%,52.2340%,57.9616%,50.1492%,63.8444%,51.4314%,62.9103%,56.0171%,70.1500%,52.4014%,58.1593%,52.8710%,56.1452%,56.7453%,56.2282%,48.4825%,49.7140%,59.2765%,51.5092%,62.2826%,57.4342%,56.2279%,46.3207%,48.9636%,48.9451%,55.7618%,54.1442%,44.8411%,59.3081%,61.7313%,42.8323%,56.3224%,51.9814%,53.1069%,62.9230%,62.1944%,54.7063%,44.7030%,47.7713%,45.9085%,48.3114%,63.6617%,51.2792%,58.7058%,62.2999%,47.5674%,49.5240%,53.3296%,46.7955%,55.8732%,54.2893%,41.8817%,57.0713%,57.4382%,58.3701%,57.9391%,67.0352%,61.4835%,49.5273%,51.5775%,53.7237%,33.0799%,62.2718%,49.2123%,60.0800%,49.0326%,44.6228%,60.7452%,65.5304%,57.1404%,47.3070%,49.7251%,78.9128%,61.9755%,56.8090%,42.4702%,54.7855%,51.8072%,57.4028%,67.5177%,52.0471%,55.1203%,61.6351%,48.4575%,57.0084%,51.5135%,52.1417%,49.3572%,61.5066%,57.9745%,53.3917%,59.9305%,41.8469%,45.2942%,60.4147%,57.7737%,52.2120%,34.6627%,57.4628%,43.7040%,50.8512%,62.3174%,49.7587%,38.4925%,58.6796%,58.8931%,48.3152%,77.9209%,47.9520%,53.5993%,51.7622%,50.4391%,50.6848%,51.4024%,50.2935%,48.7423%,50.4829%,46.4149%,58.0097%,59.5041%,55.4394%,63.0871%,63.4579%,53.0569%,48.1964%
1988,Language of work,Language used most often at work,,    Official languages,37.2857%,43.7555%,58.4453%,63.7489%,51.3992%,55.3771%,59.2317%,53.6082%,44.6252%,54.8287%,46.6778%,47.6969%,55.6951%,42.2551%,53.7078%,57.5857%,52.4498%,58.1355%,50.2619%,64.1872%,51.5319%,63.0926%,56.2042%,70.6445%,52.7720%,58.2807%,52.9338%,56.4282%,57.1591%,56.6647%,48.7043%,50.0140%,59.6587%,51.5520%,62.5796%,57.7616%,56.3566%,46.5183%,49.1223%,49.0345%,55.9232%,54.2286%,45.0007%,59.6205%,61.9176%,42.8815%,56.6345%,52.0823%,53.2659%,63.2840%,62.5705%,54.9464%,44.8211%,47.9540%,45.9890%,48.4078%,63.9401%,51.4258%,58.9787%,62.7871%,47.7030%,49.6408%,53.8312%,46.9318%,56.0889%,54.6650%,42.0749%,57.3497%,57.7463%,58.7325%,58.1768%,67.2601%,61.6819%,49.6643%,51.7753%,53.9132%,33.0799%,62.6104%,49.4128%,60.6164%,49.2901%,44.6987%,61.2221%,65.9856%,57.3585%,47.3070%,49.8510%,79.2656%,62.1433%,57.1313%,42.5424%,54.9976%,51.9946%,57.5653%,67.9155%,52.3919%,55.2602%,62.1476%,48.5839%,57.3704%,51.8375%,52.3317%,49.4920%,61.8739%,58.0940%,53.5530%,60.4270%,41.9978%,45.4736%,60.6893%,57.9531%,52.4646%,34.7236%,57.6624%,43.9590%,51.0106%,62.8275%,49.9517%,38.6346%,58.8910%,58.9589%,48.6294%,78.2623%,48.1527%,53.8845%,51.8573%,50.5780%,50.9101%,51.6531%,50.5314%,48.8899%,50.7989%,46.4803%,58.8071%,60.1399%,55.7182%,63.5102%,63.8170%,53.2019%,48.3653%
